"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"RDY_001","Readiness Check In","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_001","Readiness Check In","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_001","Readiness Check In","Choose response","option","PLANNED_REQUIRED","save readiness input and advance","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_002","Energy Check","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_002","Energy Check","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_002","Energy Check","Choose response","option","PLANNED_REQUIRED","save readiness input and advance","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_003","Fatigue Check","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_003","Fatigue Check","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_003","Fatigue Check","Choose response","option","PLANNED_REQUIRED","save readiness input and advance","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_004","Recovery Sleep Check","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_004","Recovery Sleep Check","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_004","Recovery Sleep Check","Choose response","option","PLANNED_REQUIRED","save readiness input and advance","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_005","Soreness Check","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_005","Soreness Check","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_005","Soreness Check","Choose response","option","PLANNED_REQUIRED","save readiness input and advance","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_006","Evaluating Readiness","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_006","Evaluating Readiness","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_006","Evaluating Readiness","Leave and return","text","PLANNED_REQUIRED","persist readiness evaluation","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_007","Readiness Full","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_007","Readiness Full","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_007","Readiness Full","Start normal workout","primary","PLANNED_REQUIRED","open Train workout","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_008","Readiness Reduced","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_008","Readiness Reduced","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_008","Readiness Reduced","Open adapted workout","primary","PLANNED_REQUIRED","open reduced prescription","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_009","Readiness Recovery","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_009","Readiness Recovery","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_009","Readiness Recovery","Open recovery options","primary","PLANNED_REQUIRED","open recovery-day options","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"RDY_010","Readiness Stop","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"RDY_010","Readiness Stop","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"RDY_010","Readiness Stop","Review safety guidance","primary","PLANNED_REQUIRED","do not expose normal Start Workout","no","none","none","P0","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_001","Exercise Library","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"EXR_001","Exercise Library","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"EXR_001","Exercise Library","Search","field","PLANNED_REQUIRED","filter exercise catalog","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_001","Exercise Library","Exercise row","row","PLANNED_REQUIRED","open Exercise Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_001","Exercise Library","Filters","secondary","PLANNED_REQUIRED","open Exercise Filters","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_002","Exercise Search","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"EXR_002","Exercise Search","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"EXR_002","Exercise Search","Search","field","PLANNED_REQUIRED","query exercise catalog","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_002","Exercise Search","Result","row","PLANNED_REQUIRED","open detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_003","Exercise Filters","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"EXR_003","Exercise Filters","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"EXR_003","Exercise Filters","Select filter","option","PLANNED_REQUIRED","update result filter and return","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_004","Filter Equipment","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"EXR_004","Filter Equipment","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"EXR_004","Filter Equipment","Select filter","option","PLANNED_REQUIRED","update result filter and return","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"EXR_005","Filter Movement","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"EXR_005","Filter Movement","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"EXR_005","Filter Movement","Select filter","option","PLANNED_REQUIRED","update result filter and return","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
